popular_similar_charities,rated_similar_charities,charity_url,charity_phoneNumber,charity_Name,homepage_Link,transperancy_Stars,agent_contactEmail,overall_starRating,charity_address
"Rainforest Alliance,The Arbor Day Foundation,American Forest Foundation,Rainforest Foundation US","Trees Atlanta,Rainforest Alliance,National Forest Foundation,Rainforest Foundation US",,"
			tel: (415) 561-4522",The Pachamama Alliance,http://www.pachamama.org/,96.00,,84.17,"
		
			1009 General Kennedy Blvd. 2F,
			P.O. Box 29191, San Francisco, CA 94129"
"Abraham Joshua Heschel School,Yeshivat Shaare Torah,Glenwood Academy,KIPP DC","Punahou School,Menlo School,Springside Chestnut Hill Academy,Dalton School",, fax: (404) 240-9138,Pace Academy,http://www.paceacademy.org/,93.00,,94.15,"
		
			966 West Paces Ferry Road,
			Atlanta, GA 30327,
			tel: (404) 240-9107"
"The Museum of Modern Art,National Museum of Women in the Arts,Albright-Knox Art Gallery,MASS MoCA","Contemporary Arts Center, Cincinnati,Salvador Dalí Museum,Montclair Art Museum,Albright-Knox Art Gallery",, fax: (718) 482-9454,P.S.1 Contemporary Art Center,http://www.ps1.org/,90.00,,88.22,"
		
			22-25 Jackson Avenue and 46th Avenue,
			Long Island City, NY 11101,
			tel: (718) 786-7375"
"The Los Angeles Philharmonic,Detroit Symphony Orchestra,San Diego Symphony,New York Philharmonic","Memphis Symphony Orchestra,San Diego Symphony,Milwaukee Symphony Orchestra,Houston Symphony",,"
			tel: (714) 755-5788",Pacific Symphony,http://pacificsymphony.org/,89.00,,80.53,"
		
			3631 South Harbor Boulevard,
			Suite 100, Santa Ana, CA 92704"
"Susan G. Komen for the Cure,American Breast Cancer Foundation,National Breast Cancer Foundation, Inc.,Breast Cancer Connections","Living Beyond Breast Cancer,Dr. Susan Love Research Foundation,Young Survival Coalition,Susan G. Komen for the Cure",,": N/A
			",The Se7ven Group,,,,93.67,"
		
			,
			Castle Rock, CO 80104,
			
            "
"Catholic Answers,Prison Fellowship Ministries,Shiloh International Ministries,Mission Waco Mission World","Nebraska Lutheran Outdoor Ministries,Youth for Christ, Miami,Officers' Christian Fellowship,Stonecroft Ministries",, fax: (610) 935-2809,Scripture Union/USA,http://www.scriptureunion.org/,82.00,,84.88,"
		
			1485 Valley Forge Road,
			Valley Forge, PA 19481,
			tel: (800) 621-5267"
"Wilderness Inquiry,Ocean Discovery Institute,Center for Wooden Boats,IslandWood","IslandWood,Four Corners School of Outdoor Education,Ocean Discovery Institute,Wilderness Inquiry",," 
            ",Sea Education Association,http://www.sea.edu/,96.00,,93.99,"
		
			P.O. Box 6,
			Woods Hole, MA 02543,
			tel: (800) 552-3633"
"Catholic Answers,Prison Fellowship Ministries,Shiloh International Ministries,Mission Waco Mission World","Kingdom Building Ministries,Christian Union,CBMC,Youth For Christ, Fort Wayne Area",, fax: (606) 251-3232,Scripture Memory Mountain Mission,http://www.smmm.org/,48.00,,63.10,"
		
			480 Camp Nathanael Road,
			Emmalena, KY 41740,
			tel: (606) 251-3231"
"Salk Institute for Biological Studies,International AIDS Vaccine Initiative,American Federation for Aging Research,Foundation for the National Institutes of Health","Foundation for the National Institutes of Health,Oklahoma Medical Research Foundation,American Federation for Aging Research,Seattle Biomedical Research Institute",,"
			tel: (800) 788-4931",The Scripps Research Institute,http://www.scripps.edu,97.00,,89.44,"
		
			10550 North Torrey Pines Road,
			TPC2, La Jolla, CA 92037    "
"Fractured Atlas,The Actors Fund,Dance/USA,Academy of American Poets","MusiCares,National Performance Network,The Field,PEN American Center",,"
			tel: (323) 549-6708",Screen Actors Guild Foundation,http://www.sagfoundation.org/,89.00,,91.46,"
		
			5757 Wilshire Boulevard,
			Suite 124, Los Angeles, CA 90036"
"New England Foundation for the Arts,United Performing Arts Fund,Americans for the Arts,Scottsdale League for the Arts","Silicon Valley Creates (formerly Arts Council Silicon Valley),United Performing Arts Fund,Music Center Foundation,Public Art Fund",," 
            ",Scottsdale Cultural Council,http://www.sccarts.org,96.00,,85.79,"
		
			7380 East Second Street,
			Scottsdale, AZ 85251    ,
			tel: (480) 874-4609"
"Armed Services YMCA,YMCA of Greater Boston,YWCA USA,National Council of YMCAs of the USA","YMCA of Metropolitan Fort Worth,YWCA of Seattle - King County - Snohomish County,YMCA of the Rockies,YMCA of Honolulu",, fax: (563) 322-3876,Scott County Family Y,http://www.scottcountyfamilyy.org,100.00,,93.97,"
		
			606 West Second Street,
			Davenport, IA 52801,
			tel: (563) 322-7171"
"Autism Research Institute,Christopher & Dana Reeve Foundation,Children's Tumor Foundation,Pediatric Brain Tumor Foundation","Masonic Medical Research Laboratory,Sabin Vaccine Institute,Dystonia Medical Research Foundation,Sansum Diabetes Research Institute",,"
			tel: (800) 441-2873",Scleroderma Research Foundation,http://www.srfcure.org,93.00,,91.53,"
		
			220 Montgomery Street,
			Suite 1411, San Francisco, CA 94104"
"New England Foundation for the Arts,United Performing Arts Fund,Americans for the Arts,ArtsFund","Public Art Fund,ArtsMemphis,Silicon Valley Creates (formerly Arts Council Silicon Valley),Arts & Science Council",, fax: (480) 945-6967,Scottsdale League for the Arts,http://leagueforthearts.org/,59.00,,23.57,"
		
			7309 East Evans Road,
			Scottsdale, AZ 85260,
			tel: (480) 945-7193"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","Global Scholars,New Mission Systems International,India Gospel League, North America,International Christian Concern",, fax: (423) 894-7303,SCORE International,http://www.scoreinternational.org/,81.00,,86.23,"
		
			707 South Germantown Road,
			East Ridge, TN 37412,
			tel: (423) 894-7111"
"American Museum of Natural History,Fernbank Museum of Natural History,California Academy of Sciences,The Academy of Natural Sciences of Drexel University","Arizona-Sonora Desert Museum,California Academy of Sciences,Santa Barbara Museum of Natural History,Lake Erie Nature & Science Center",,"
			tel: (540) 342-5710",Science Museum of Western Virginia,http://www.smwv.org/,85.00,,79.30,"
		
			4th Floor of Center in the Square,
			One Market Sqaure, Roanoke, VA 24011"
"Autism Speaks,Lupus Foundation of America,Crohn's & Colitis Foundation of America,Epilepsy Foundation","American Brain Tumor Association,Tourette Syndrome Association,Rett Syndrome Research Trust,American Thyroid Association",,"
			tel: (800) 722-4673",Scleroderma Foundation,http://www.scleroderma.org/,100.00,,91.79,"
		
			300 Rosewood Drive,
			Suite 105, Danvers, MA 01923"
"Museum of Science,Adler Planetarium & Astronomy Museum,Arizona Science Center,Liberty Science Center","Liberty Science Center,The Franklin Institute,Discovery Place,Pacific Science Center",, fax: (651) 221-4777,Science Museum of Minnesota,http://www.smm.org,93.00,,89.27,"
		
			120 West Kellogg Boulevard,
			St. Paul, MN 55102    ,
			tel: (800) 221-9444"
"Carnegie Mellon University,Cornell University,Rochester Institute of Technology,Icahn School of Medicine at Mount Sinai","Loyola Marymount University,Texas Christian University,New York University,University of Miami",,"
			tel: (212) 346-1232",Pace University,http://www.pace.edu/,81.00,,82.66,"
		
			Office of Philanthropy,
			One Pace Plaza, New York, NY 10273"
"Museum of Science,Adler Planetarium & Astronomy Museum,Arizona Science Center,Liberty Science Center","Pacific Science Center,Discovery Center of Springfield,California Science Center Foundation,The Franklin Institute",, fax: (260) 422-2899,Science Central,http://sciencecentral.org/,97.00,,88.04,"
		
			1950 North Clinton Street,
			Fort Wayne, IN 46805,
			tel: (260) 424-2400"
"Museum of Science,Adler Planetarium & Astronomy Museum,Arizona Science Center,Liberty Science Center","MOSI,Orlando Science Center,COSI Center of Science and Industry,Sci-Port",, fax: (515) 274-3404,Science Center of Iowa,http://www.sciowa.org,89.00,,91.72,"
		
			401 West Martin Luther King Jr. Parkway,
			Des Moines, IA 50309,
			tel: (515) 274-6868"
"FIRST,DonorsChoose.org,Kids In Need Foundation,Adopt-A-Classroom","A Gift for Teaching,Global Kids,Fulfillment Fund,Council for Economic Education",, fax: (805) 641-1686,"School on Wheels, Inc.",http://www.schoolonwheels.org,89.00,,91.87,"
		
			83 S. Palm St.,
			Ventura, CA 93001,
			tel: (805) 641-1678"
"Teach For America,Facing History and Ourselves,Anita Borg Institute,ORT America","Summit Academy OIC,Education Writers Association,Anita Borg Institute,California Agricultural Leadership Foundation",, fax: (505) 954-7241,School for Advanced Research,http://sarweb.org/,89.00,,88.28,"
		
			PO Box 2188,
			Santa Fe, NM 87504,
			tel: (888) 390-6070"
"Alvin Ailey Dance Foundation,American Ballet Theatre,Houston Ballet,Mark Morris Dance Group","Atlanta Ballet,Carolina Ballet,Kansas City Ballet,Alvin Ailey Dance Foundation",, fax: (212) 769-4987,The School of American Ballet,,89.00,,86.90,"
		
			70 Lincoln Center Plaza,
			New York, NY 10023,
			tel: (212) 769-6600"
"Step Up For Students,UNCF,American Indian College Fund,Thanks USA","Catholic Schools Foundation,NEED,The BISON Children's Scholarship Fund,SHRM Foundation",, fax: (805) 687-6031,Scholarship Foundation of Santa Barbara,http://www.sbscholarship.org,100.00,,94.16,"
		
			2253 Las Positas Road,
			Santa Barbara, CA 93105,
			tel: (805) 687-6065"
"Autism Research Institute,Christopher & Dana Reeve Foundation,Children's Tumor Foundation,Pediatric Brain Tumor Foundation","Huntington Medical Research Institutes,Brain & Behavior Research Foundation,Sansum Diabetes Research Institute,Scleroderma Research Foundation",, fax: (617) 912-0118,The Schepens Eye Research Institute,http://www.schepens.harvard.edu/,85.00,,78.98,"
		
			20 Staniford Street,
			Boston, MA 02114    ,
			tel: (617) 912-0100"
"Susan G. Komen for the Cure,American Breast Cancer Foundation,National Breast Cancer Foundation, Inc.,Breast Cancer Connections","National Breast Cancer Foundation, Inc.,Breast Cancer Connections,Susan G. Komen for the Cure,Breastcancer.org",,": N/A
			",Say No 2 Cancer,,,,96.98,"
		
			,
			Castle Rock, CO 80104,
			
            "
"Step Up For Students,UNCF,American Indian College Fund,Thanks USA","National Medical Fellowships,Daniel Murphy Scholarship Fund,American Indian College Fund,Take Stock in Children",,"
			tel: (800) 279-2083",Scholarship America,http://www.scholarshipamerica.org/,97.00,,89.37,"
		
			7900 International Drive,
			Suite 500, Minneapolis, MN 55425"
"Teach For America,Facing History and Ourselves,Anita Borg Institute,ORT America","Education Writers Association,California Agricultural Leadership Foundation,Facing History and Ourselves,Anita Borg Institute",, fax: (559) 877-4387,Sayaji U Ba Khin Vipassana Foundation,http://www.mahavana.dhamma.org/,63.00,,73.67,"
		
			P.O. Box 1167,
			North Folk, CA 93643,
			tel: (559) 877-4386"
"Christian Appalachian Project,Baby Buggy,Society of St. Vincent de Paul of Portland, Oregon,Society of St. Vincent de Paul - Phoenix","Furniture Bank of Central Ohio,Colorado Nonprofit Development Center,Bread for the City,Irving Cares",, fax: (718) 787-9598,SBH Community Service Network,http://www.sbhonline.org,100.00,,94.03,"
		
			425 Kings Highway,
			Brooklyn, NY 11223,
			tel: (718) 787-1100"
"North Shore Animal League America,Tony La Russa's Animal Rescue Foundation,PAWS Chicago,Home for Life","Animal Shelter of the Wood River Valley,Humane Society of Greater Miami Adopt-A-Pet,Tree House Humane Society,Pets in Need",," 
            ",Save-A-Pet Adoption Center,http://www.saveapetil.org,92.00,,88.37,"
		
			31664 North Fairfield Road,
			Grayslake, IL 60030,
			tel: (847) 740-7788"
"SPCA International,Greenville Humane Society,San Diego Humane Society and SPCA,Dumb Friends League","Wisconsin Humane Society,PAWS (Progressive Animal Welfare Society),Capital Humane Society,Pasado's Safe Haven",, fax: (609) 921-6013,"SAVE, A Friend to Homeless Animals",http://www.save-animals.org/,73.00,,78.40,"
		
			900 Herrontown Road,
			Princeton, NJ 08540,
			tel: (609) 924-3802"
"World Wildlife Fund,National Wildlife Federation,Defenders of Wildlife,Wildlife Conservation Network","Wildlife Center of Virginia,The Peregrine Fund,EcoHealth Alliance,WildCare",, fax: (407) 539-0871,Save the Manatee Club,http://www.savethemanatee.org/,100.00,,87.30,"
		
			500 North Maitland Avenue,
			Maitland, FL 32751,
			tel: (800) 432-5646"
"SOME,Coalition for the Homeless of Central Florida,Metropolitan Ministries,New England Center for Homeless Veterans","Family Promise of Greater Cleveland,The Open Door Shelter,Men's Shelter of Charlotte,The Samaritan Inn",, fax: (480) 898-9007,Save the Family Foundation of Arizona,http://www.savethefamily.org,Not yet scored or rated,,90.36,"
		
			450 W. 4th Place,
			Mesa, AZ 85201,
			tel: (480) 898-0228"
"World Vision,Compassion International,ChildFund International,Children International","Half the Sky Foundation,Christian Relief Fund,Love A Child, Inc.,Unbound",,"
			tel: (800) 544-4470",Save the Children,http://www.savethechildren.org,97.00,,95.01,"
		
			500 Kings Highway East,
			Suite 400, Fairfield, CT 06825"
"Ocean Conservancy,Oceana,Coral Reef Alliance,The Ocean Foundation","Galveston Bay Foundation,Gulf of Maine Research Institute,Buzzards Bay Coalition,Oceana",, fax: (401) 273-7153,Save The Bay - Narragansett Bay,http://www.savebay.org,96.00,,86.92,"
		
			100 Save The Bay Drive,
			Providence, RI 02905,
			tel: (401) 272-3540"
"Ocean Conservancy,Oceana,Coral Reef Alliance,The Ocean Foundation","The Ocean Foundation,Clean Ocean Action,Marine Conservation Institute,San Francisco Baykeeper",,"
			tel: (510) 463-6850","Save The Bay, California",http://www.savesfbay.org,97.00,,76.17,"
		
			1330 Broadway,
			Suite 1800, Oakland, CA 94612"
"World Wildlife Fund,National Wildlife Federation,Defenders of Wildlife,Wildlife Conservation Network","EcoHealth Alliance,Cheetah Conservation Fund,Pollinator Partnership,Turtle Island Restoration Network",,"
			tel: (206) 286-4455",Save Our Wild Salmon,http://www.wildsalmon.org/,83.00,,72.93,"
		
			811 First Avenue,
			Suite 305, Seattle, WA 98104"
"Museum of Science,Adler Planetarium & Astronomy Museum,Arizona Science Center,Liberty Science Center","Arizona Science Center,California Science Center Foundation,Liberty Science Center,New York Hall of Science",, fax: (318) 222-5592,Sci-Port,http://www.sciport.org,89.00,,91.61,"
		
			820 Clyde Fant Parkway,
			Shreveport, LA 71101,
			tel: (318) 424-8679"
"Natural Resources Defense Council,The Wilderness Society,Student Conservation Association ,Land Trust Alliance","Center for ReSource Conservation,Land Trust Alliance,Trees, Water & People,Anacostia Watershed Society",,"
			tel: (925) 947-3535",Save Mount Diablo,http://www.savemountdiablo.org,96.00,,91.36,"
		
			1901 Olympic Boulevard,
			Suite 320, Walnut Creek, CA 94596"
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","Worldfund,Medical Ministry International,Fistula Foundation,Life In Abundance International",,"
			tel: (301) 618-4588",Save A Child's Heart,http://www.saveachildsheartus.org/,85.00,,88.62,"
		
			10050 Chapel Road,
			Suite 18, Potomac, MD 20854"
